order_id,ratings,complaint_type
2680,2,Slow service
2681,1,Slow service
2682,4,
2683,2,Slow service
2683,3,unsatisfied with food taste
2684,1,Slow service
2685,4,
2685,4,
2686,4,
2687,3,unsatisfied with food taste
2688,3,unsatisfied with food taste
2689,4,
2689,4,
2690,3,unsatisfied with food taste
2690,3,unsatisfied with food taste
2691,2,Slow service
2692,3,unsatisfied with food taste
2692,3,unsatisfied with food taste
2692,2,Slow service
2692,4,
2693,3,unsatisfied with food taste
2693,4,
2693,1,Slow service
2693,3,unsatisfied with food taste
2694,3,unsatisfied with food taste
2695,3,unsatisfied with food taste
2695,2,Slow service
2696,3,unsatisfied with food taste
2696,4,
2696,5,
2697,1,Slow service
2697,3,unsatisfied with food taste
2697,2,Slow service
2697,4,
2698,2,Slow service
2698,2,Slow service
2699,1,Slow service
2699,3,unsatisfied with food taste
2699,3,unsatisfied with food taste
2699,2,Slow service
2700,2,Slow service
2700,3,unsatisfied with food taste
2700,2,Slow service
2700,1,Slow service
2701,4,
2702,3,unsatisfied with food taste
2702,3,unsatisfied with food taste
2702,2,Slow service
2703,4,
2704,2,Slow service
2705,3,unsatisfied with food taste
2705,2,Slow service
2705,2,Slow service
2705,4,
2706,1,Slow service
2707,4,
2707,4,
2707,2,Slow service
2707,3,unsatisfied with food taste
2708,2,Slow service
2708,3,unsatisfied with food taste
2708,3,unsatisfied with food taste
2708,3,unsatisfied with food taste
2709,3,unsatisfied with food taste
2709,1,Slow service
2709,3,unsatisfied with food taste
2709,1,Slow service
2710,1,Slow service
2710,4,
2710,3,unsatisfied with food taste
2710,3,unsatisfied with food taste
2711,4,
2711,3,unsatisfied with food taste
2711,3,unsatisfied with food taste
2711,4,
2712,2,Slow service
2712,4,
2713,4,
2713,4,
2714,4,
2715,4,
2715,1,Slow service
2715,4,
2715,4,
2716,1,Slow service
2716,4,
2716,3,unsatisfied with food taste
2717,4,
2717,1,Slow service
2717,3,unsatisfied with food taste
2718,3,unsatisfied with food taste
2718,3,unsatisfied with food taste
2718,3,unsatisfied with food taste
2718,2,Slow service
2719,4,
2719,4,
2720,4,
2721,3,unsatisfied with food taste
2722,3,unsatisfied with food taste
2722,3,unsatisfied with food taste
2722,1,Slow service
2723,3,unsatisfied with food taste
2724,4,
2724,4,
2724,2,Slow service
2725,5,
2725,4,
2725,3,unsatisfied with food taste
2725,3,unsatisfied with food taste
2725,3,unsatisfied with food taste
2725,4,
2725,4,
2725,2,Slow service
2725,1,Slow service
2725,4,
2725,4,
2725,2,Slow service
2725,3,unsatisfied with food taste
2726,5,
2727,4,
2727,4,
2728,3,unsatisfied with food taste
2728,1,Slow service
2729,1,Slow service
2730,3,unsatisfied with food taste
2731,2,Slow service
2732,3,unsatisfied with food taste
2732,3,unsatisfied with food taste
2732,3,unsatisfied with food taste
2732,4,
2733,5,
2733,3,unsatisfied with food taste
2734,5,
2735,2,Slow service
2735,4,
2735,2,Slow service
2735,1,Slow service
2736,3,unsatisfied with food taste
2736,4,
2736,3,unsatisfied with food taste
2737,4,
2737,4,
2738,3,unsatisfied with food taste
2739,3,unsatisfied with food taste
2740,3,unsatisfied with food taste
2740,4,
2741,4,
2741,3,unsatisfied with food taste
2742,2,Slow service
2742,4,
2743,4,
2744,4,
2744,3,unsatisfied with food taste
2745,3,unsatisfied with food taste
2746,4,
2746,4,
2746,2,Slow service
2747,2,Slow service
2747,4,
2748,2,Slow service
2749,3,unsatisfied with food taste
2749,4,
2750,4,
2750,2,Slow service
2750,3,unsatisfied with food taste
2750,3,unsatisfied with food taste
2751,3,unsatisfied with food taste
2752,4,
2752,3,unsatisfied with food taste
2752,3,unsatisfied with food taste
2752,1,Slow service
2753,3,unsatisfied with food taste
2753,1,Slow service
2753,3,unsatisfied with food taste
2754,4,
2754,4,
2754,3,unsatisfied with food taste
2755,4,
2755,4,
2755,3,unsatisfied with food taste
2756,3,unsatisfied with food taste
2756,4,
2757,3,unsatisfied with food taste
2758,2,Slow service
2758,4,
2759,3,unsatisfied with food taste
2759,4,
2759,3,unsatisfied with food taste
2760,2,Slow service
2761,4,
2761,1,Slow service
2761,4,
2761,3,unsatisfied with food taste
2762,3,unsatisfied with food taste
2763,4,
2763,3,unsatisfied with food taste
2764,4,
2765,1,Slow service
2765,4,
2766,1,Slow service
2766,1,Slow service
2766,3,unsatisfied with food taste
2767,2,Slow service
2767,1,Slow service
2767,3,unsatisfied with food taste
2768,1,Slow service
2769,3,unsatisfied with food taste
2769,3,unsatisfied with food taste
2770,4,
2770,5,
2770,4,
2771,4,
2772,4,
2772,4,
2772,4,
2772,3,unsatisfied with food taste
2773,4,
2773,4,
2773,3,unsatisfied with food taste
2773,1,Slow service
2774,4,
2774,3,unsatisfied with food taste
2774,2,Slow service
2774,3,unsatisfied with food taste
2775,4,
2776,1,Slow service
2776,1,Slow service
2776,3,unsatisfied with food taste
2777,3,unsatisfied with food taste
2778,3,unsatisfied with food taste
2779,3,unsatisfied with food taste
2779,3,unsatisfied with food taste
2780,3,unsatisfied with food taste
2781,1,Slow service
2781,4,
2781,2,Slow service
2781,4,
2781,2,Slow service
2781,4,
2781,3,unsatisfied with food taste
2781,3,unsatisfied with food taste
2781,4,
2781,2,Slow service
2782,1,Slow service
2783,3,unsatisfied with food taste
2783,4,
2784,3,unsatisfied with food taste
2784,2,Slow service
2784,2,Slow service
2785,1,Slow service
2786,3,unsatisfied with food taste
2786,2,Slow service
2786,3,unsatisfied with food taste
2786,4,
2786,4,
2786,4,
2786,3,unsatisfied with food taste
2786,4,
2786,2,Slow service
2787,3,unsatisfied with food taste
2787,4,
2788,2,Slow service
2788,3,unsatisfied with food taste
2788,4,
2789,2,Slow service
2789,4,
2789,3,unsatisfied with food taste
2790,3,unsatisfied with food taste
2791,1,Slow service
2792,2,Slow service
2793,4,
2793,1,Slow service
2793,3,unsatisfied with food taste
2794,2,Slow service
2794,3,unsatisfied with food taste
2794,4,
2794,3,unsatisfied with food taste
2794,4,
2795,3,unsatisfied with food taste
2796,3,unsatisfied with food taste
2797,3,unsatisfied with food taste
2798,2,Slow service
2798,3,unsatisfied with food taste
2798,3,unsatisfied with food taste
2798,3,unsatisfied with food taste
2799,1,Slow service
2800,3,unsatisfied with food taste
2800,2,Slow service
2801,1,Slow service
2801,3,unsatisfied with food taste
2802,4,
2802,3,unsatisfied with food taste
2803,3,unsatisfied with food taste
2803,4,
2804,3,unsatisfied with food taste
2804,1,Slow service
2805,4,
2805,4,
2805,2,Slow service
2806,3,unsatisfied with food taste
2807,2,Slow service
2807,3,unsatisfied with food taste
2808,4,
2808,1,Slow service
2808,2,Slow service
2809,4,
2810,3,unsatisfied with food taste
2810,2,Slow service
2811,4,
2811,3,unsatisfied with food taste
2811,4,
2811,4,
2812,1,Slow service
2812,2,Slow service
2812,2,Slow service
2813,2,Slow service
2813,4,
2813,2,Slow service
2813,3,unsatisfied with food taste
2814,2,Slow service
2815,4,
2815,4,
2815,1,Slow service
2816,3,unsatisfied with food taste
2816,3,unsatisfied with food taste
2817,4,
2817,3,unsatisfied with food taste
2818,3,unsatisfied with food taste
2818,4,
2818,1,Slow service
2819,4,
2819,4,
2820,3,unsatisfied with food taste
2821,2,Slow service
2822,3,unsatisfied with food taste
2823,3,unsatisfied with food taste
2823,4,
2824,3,unsatisfied with food taste
2824,3,unsatisfied with food taste
2824,3,unsatisfied with food taste
2824,2,Slow service
2825,5,
2825,1,Slow service
2825,4,
2825,3,unsatisfied with food taste
2826,5,
2826,4,
2827,2,Slow service
2827,1,Slow service
2828,3,unsatisfied with food taste
2829,3,unsatisfied with food taste
2829,4,
2829,4,
2830,3,unsatisfied with food taste
2831,2,Slow service
2831,1,Slow service
2831,3,unsatisfied with food taste
2831,1,Slow service
2832,4,
2833,1,Slow service
2834,4,
2835,3,unsatisfied with food taste
2836,3,unsatisfied with food taste
2837,3,unsatisfied with food taste
2838,4,
2839,4,
2840,2,Slow service
2841,3,unsatisfied with food taste
2841,2,Slow service
2841,2,Slow service
2842,4,
2843,4,
2843,5,
2843,4,
2843,1,Slow service
2844,1,Slow service
2844,4,
2845,4,
2846,4,
2846,4,
2846,3,unsatisfied with food taste
2847,2,Slow service
2847,3,unsatisfied with food taste
2847,2,Slow service
2847,3,unsatisfied with food taste
2847,4,
2848,3,unsatisfied with food taste
2848,3,unsatisfied with food taste
2849,4,
2849,5,
2849,3,unsatisfied with food taste
2849,4,
2850,2,Slow service
2851,1,Slow service
2851,4,
2851,4,
2851,4,
2851,2,Slow service
2851,1,Slow service
2851,2,Slow service
2851,1,Slow service
2851,3,unsatisfied with food taste
2852,3,unsatisfied with food taste
2852,4,
2853,3,unsatisfied with food taste
2854,5,
2854,1,Slow service
2854,4,
2854,4,
2855,3,unsatisfied with food taste
2855,1,Slow service
2855,2,Slow service
2855,4,
2856,4,
2856,2,Slow service
2857,1,Slow service
2858,4,
2858,1,Slow service
2859,1,Slow service
2859,2,Slow service
2859,4,
2860,3,unsatisfied with food taste
2861,1,Slow service
2862,5,
2863,3,unsatisfied with food taste
2864,4,
2864,4,
2865,3,unsatisfied with food taste
2866,3,unsatisfied with food taste
2866,3,unsatisfied with food taste
2867,1,Slow service
2867,4,
2868,3,unsatisfied with food taste
2869,3,unsatisfied with food taste
2870,3,unsatisfied with food taste
2870,1,Slow service
2871,4,
2871,4,
2871,1,Slow service
2872,4,
2873,1,Slow service
2874,1,Slow service
2874,3,unsatisfied with food taste
2875,4,
2875,4,
2876,4,
2876,3,unsatisfied with food taste
2876,3,unsatisfied with food taste
2876,1,Slow service
2877,4,
2877,1,Slow service
2878,4,
2878,2,Slow service
2878,1,Slow service
2879,1,Slow service
2879,3,unsatisfied with food taste
2879,3,unsatisfied with food taste
2879,1,Slow service
2880,4,
2881,2,Slow service
2881,2,Slow service
2881,2,Slow service
2882,2,Slow service
2882,4,
2882,4,
2883,2,Slow service
2883,4,
2883,1,Slow service
2884,3,unsatisfied with food taste
2884,3,unsatisfied with food taste
2885,2,Slow service
2885,4,
2886,3,unsatisfied with food taste
2887,3,unsatisfied with food taste
2887,4,
2888,1,Slow service
2889,2,Slow service
2889,3,unsatisfied with food taste
2889,2,Slow service
2889,2,Slow service
2889,3,unsatisfied with food taste
2890,1,Slow service
2891,4,
2892,2,Slow service
2892,3,unsatisfied with food taste
2892,4,
2892,2,Slow service
2893,2,Slow service
2893,4,
2894,1,Slow service
2895,3,unsatisfied with food taste
2895,1,Slow service
2895,4,
2895,1,Slow service
2895,4,
2895,2,Slow service
2895,3,unsatisfied with food taste
2895,3,unsatisfied with food taste
2895,3,unsatisfied with food taste
2895,4,
2895,1,Slow service
2895,3,unsatisfied with food taste
2896,3,unsatisfied with food taste
2897,3,unsatisfied with food taste
2897,4,
2897,3,unsatisfied with food taste
2898,3,unsatisfied with food taste
2899,3,unsatisfied with food taste
2900,3,unsatisfied with food taste
2901,4,
2902,3,unsatisfied with food taste
2902,4,
2902,4,
2902,4,
2902,4,
2902,2,Slow service
2903,4,
2904,2,Slow service
2905,1,Slow service
2905,4,
2905,3,unsatisfied with food taste
2905,3,unsatisfied with food taste
2906,4,
2906,3,unsatisfied with food taste
2907,4,
2907,1,Slow service
2907,3,unsatisfied with food taste
2907,4,
2908,4,
2909,4,
2909,3,unsatisfied with food taste
2910,4,
2910,2,Slow service
2910,1,Slow service
2910,2,Slow service
2911,4,
2912,1,Slow service
2912,4,
2912,2,Slow service
2912,3,unsatisfied with food taste
2913,2,Slow service
2914,3,unsatisfied with food taste
2914,2,Slow service
2915,4,
2915,4,
2916,2,Slow service
2916,4,
2916,3,unsatisfied with food taste
2917,2,Slow service
2917,4,
2918,4,
2918,2,Slow service
2919,1,Slow service
2919,2,Slow service
2919,4,
2919,3,unsatisfied with food taste
2920,3,unsatisfied with food taste
2920,3,unsatisfied with food taste
2921,4,
2921,1,Slow service
2921,3,unsatisfied with food taste
2921,1,Slow service
2922,3,unsatisfied with food taste
2922,1,Slow service
2923,4,
2924,3,unsatisfied with food taste
2924,3,unsatisfied with food taste
2924,4,
2924,4,
2925,3,unsatisfied with food taste
2925,3,unsatisfied with food taste
2925,1,Slow service
2926,2,Slow service
2926,2,Slow service
2927,3,unsatisfied with food taste
2927,3,unsatisfied with food taste
2928,2,Slow service
2929,4,
2930,2,Slow service
2930,1,Slow service
2930,2,Slow service
2930,4,
2931,4,
2931,4,
2931,3,unsatisfied with food taste
2932,4,
2932,1,Slow service
2932,3,unsatisfied with food taste
2932,3,unsatisfied with food taste
2933,5,
2933,4,
2933,3,unsatisfied with food taste
2933,4,
2934,4,
2934,3,unsatisfied with food taste
2934,2,Slow service
2935,3,unsatisfied with food taste
2935,3,unsatisfied with food taste
2936,3,unsatisfied with food taste
2936,3,unsatisfied with food taste
2936,1,Slow service
2936,2,Slow service
2937,2,Slow service
2938,5,
2938,4,
2938,3,unsatisfied with food taste
2939,4,
2939,3,unsatisfied with food taste
2940,4,
2941,3,unsatisfied with food taste
2941,4,
2941,3,unsatisfied with food taste
2941,4,
2942,1,Slow service
2942,2,Slow service
2942,2,Slow service
2942,3,unsatisfied with food taste
2943,3,unsatisfied with food taste
2943,4,
2943,2,Slow service
2943,2,Slow service
2944,4,
2944,4,
2944,2,Slow service
2945,4,
2945,3,unsatisfied with food taste
2945,3,unsatisfied with food taste
2946,4,
2947,3,unsatisfied with food taste
2947,1,Slow service
2947,3,unsatisfied with food taste
2948,3,unsatisfied with food taste
2948,3,unsatisfied with food taste
2948,3,unsatisfied with food taste
2948,3,unsatisfied with food taste
2949,4,
2950,1,Slow service
2950,4,
2950,1,Slow service
2951,3,unsatisfied with food taste
2951,2,Slow service
2951,3,unsatisfied with food taste
2952,3,unsatisfied with food taste
2952,1,Slow service
2953,4,
2953,3,unsatisfied with food taste
2954,4,
2955,3,unsatisfied with food taste
2956,4,
2956,2,Slow service
2956,3,unsatisfied with food taste
2956,4,
2957,1,Slow service
2957,4,
2958,4,
2958,4,
2958,3,unsatisfied with food taste
2958,3,unsatisfied with food taste
2959,3,unsatisfied with food taste
2960,2,Slow service
2960,1,Slow service
2960,3,unsatisfied with food taste
2961,4,
2961,1,Slow service
2961,3,unsatisfied with food taste
2961,4,
2961,5,
2961,1,Slow service
2961,4,
2961,5,
2961,3,unsatisfied with food taste
2961,5,
2961,2,Slow service
2962,2,Slow service
2963,1,Slow service
2963,4,
2963,3,unsatisfied with food taste
2963,3,unsatisfied with food taste
2964,3,unsatisfied with food taste
2964,4,
2965,3,unsatisfied with food taste
2966,3,unsatisfied with food taste
2967,4,
2967,4,
2967,4,
2967,2,Slow service
2967,4,
2968,2,Slow service
2968,4,
2969,3,unsatisfied with food taste
2970,3,unsatisfied with food taste
2971,4,
2972,2,Slow service
2973,1,Slow service
2974,1,Slow service
2975,2,Slow service
2975,4,
2976,3,unsatisfied with food taste
2976,3,unsatisfied with food taste
2976,3,unsatisfied with food taste
2977,1,Slow service
2978,1,Slow service
2978,4,
2979,4,
2979,2,Slow service
2980,3,unsatisfied with food taste
2980,3,unsatisfied with food taste
2980,4,
2981,4,
2982,4,
2983,3,unsatisfied with food taste
2984,2,Slow service
2984,3,unsatisfied with food taste
2985,4,
2985,4,
2986,1,Slow service
2986,3,unsatisfied with food taste
2987,4,
2987,4,
2987,3,unsatisfied with food taste
2987,4,
2988,1,Slow service
2988,1,Slow service
2989,3,unsatisfied with food taste
2989,2,Slow service
2989,2,Slow service
2990,3,unsatisfied with food taste
2991,3,unsatisfied with food taste
2992,2,Slow service
2993,4,
2993,3,unsatisfied with food taste
2994,1,Slow service
2994,4,
2995,4,
2996,4,
2997,1,Slow service
2997,3,unsatisfied with food taste
2998,4,
2998,2,Slow service
2998,3,unsatisfied with food taste
2998,3,unsatisfied with food taste
2999,3,unsatisfied with food taste
2999,3,unsatisfied with food taste
2999,2,Slow service
3000,1,Slow service
3000,4,
3001,4,
3001,3,unsatisfied with food taste
3001,4,
3001,4,
3002,2,Slow service
3002,3,unsatisfied with food taste
3002,2,Slow service
3002,4,
3003,3,unsatisfied with food taste
3003,3,unsatisfied with food taste
3004,4,
3005,3,unsatisfied with food taste
3006,3,unsatisfied with food taste
3006,2,Slow service
3006,1,Slow service
3006,3,unsatisfied with food taste
3007,4,
3008,2,Slow service
3009,2,Slow service
3009,3,unsatisfied with food taste
3009,2,Slow service
3010,3,unsatisfied with food taste
3010,2,Slow service
3010,3,unsatisfied with food taste
3011,2,Slow service
3012,3,unsatisfied with food taste
3012,2,Slow service
3012,3,unsatisfied with food taste
3012,3,unsatisfied with food taste
3013,4,
3014,4,
3014,4,
3014,3,unsatisfied with food taste
3014,3,unsatisfied with food taste
3015,4,
3016,2,Slow service
3016,3,unsatisfied with food taste
3017,4,
3018,1,Slow service
3018,4,
3018,3,unsatisfied with food taste
3018,4,
3018,4,
3018,4,
3018,3,unsatisfied with food taste
3019,3,unsatisfied with food taste
3020,2,Slow service
3021,2,Slow service
3022,4,
3022,3,unsatisfied with food taste
3022,1,Slow service
3022,4,
3023,3,unsatisfied with food taste
3023,1,Slow service
3024,5,
3025,4,
3026,4,
3026,1,Slow service
3026,1,Slow service
3026,4,
3027,4,
3027,2,Slow service
3027,3,unsatisfied with food taste
3027,4,
3028,4,
3029,1,Slow service
3029,3,unsatisfied with food taste
3029,4,
3029,3,unsatisfied with food taste
3030,3,unsatisfied with food taste
3030,3,unsatisfied with food taste
3030,2,Slow service
3030,4,
3031,3,unsatisfied with food taste
3031,4,
3031,4,
3032,4,
3032,2,Slow service
3032,4,
3032,4,
3033,3,unsatisfied with food taste
3034,3,unsatisfied with food taste
3034,3,unsatisfied with food taste
3034,4,
3035,3,unsatisfied with food taste
3035,2,Slow service
3036,3,unsatisfied with food taste
3036,2,Slow service
3037,3,unsatisfied with food taste
3037,3,unsatisfied with food taste
3038,3,unsatisfied with food taste
3038,1,Slow service
3039,2,Slow service
3039,4,
3040,2,Slow service
3040,4,
3041,1,Slow service
3041,4,
3041,3,unsatisfied with food taste
3041,4,
3042,4,
3042,4,
3042,3,unsatisfied with food taste
3042,1,Slow service
3043,4,
3043,1,Slow service
3044,3,unsatisfied with food taste
3045,3,unsatisfied with food taste
3045,1,Slow service
3046,2,Slow service
3047,3,unsatisfied with food taste
3047,2,Slow service
3047,1,Slow service
3047,1,Slow service
3048,2,Slow service
3048,4,
3048,2,Slow service
3049,4,
3050,1,Slow service
3050,4,
3050,2,Slow service
3051,4,
3051,2,Slow service
3052,4,
3053,3,unsatisfied with food taste
3053,1,Slow service
3053,3,unsatisfied with food taste
3053,2,Slow service
3054,5,
3054,2,Slow service
3055,3,unsatisfied with food taste
3055,4,
3055,3,unsatisfied with food taste
3056,2,Slow service
3057,3,unsatisfied with food taste
3058,3,unsatisfied with food taste
3058,2,Slow service
3058,4,
3059,2,Slow service
3059,3,unsatisfied with food taste
3060,3,unsatisfied with food taste
3060,3,unsatisfied with food taste
3061,1,Slow service
3061,1,Slow service
3062,2,Slow service
3063,3,unsatisfied with food taste
3063,2,Slow service
3063,2,Slow service
3064,3,unsatisfied with food taste
3065,1,Slow service
3065,3,unsatisfied with food taste
3065,3,unsatisfied with food taste
3066,3,unsatisfied with food taste
3066,4,
3067,3,unsatisfied with food taste
3067,4,
3067,1,Slow service
3067,4,
3068,4,
3069,4,
3069,4,
3070,4,
3071,4,
3071,4,
3071,3,unsatisfied with food taste
3071,3,unsatisfied with food taste
3072,3,unsatisfied with food taste
3072,4,
3072,1,Slow service
3072,1,Slow service
3073,4,
3074,3,unsatisfied with food taste
3074,1,Slow service
3075,3,unsatisfied with food taste
3075,2,Slow service
3075,3,unsatisfied with food taste
3076,5,
3076,4,
3076,4,
3077,4,
3078,4,
3079,4,
3080,4,
3080,4,
3080,2,Slow service
3080,4,
3081,1,Slow service
3082,4,
3082,3,unsatisfied with food taste
3082,2,Slow service
3082,1,Slow service
3082,5,
3082,3,unsatisfied with food taste
3082,4,
3082,3,unsatisfied with food taste
3082,1,Slow service
3083,5,
3083,2,Slow service
3083,4,
3084,4,
3084,4,
3085,3,unsatisfied with food taste
3086,3,unsatisfied with food taste
3087,3,unsatisfied with food taste
3087,4,
3088,3,unsatisfied with food taste
3088,5,
3089,4,
3089,1,Slow service
3089,4,
3090,3,unsatisfied with food taste
3090,3,unsatisfied with food taste
3090,4,
3090,4,
3091,4,
3091,3,unsatisfied with food taste
3092,3,unsatisfied with food taste
3092,3,unsatisfied with food taste
3092,3,unsatisfied with food taste
3093,3,unsatisfied with food taste
3094,3,unsatisfied with food taste
3095,4,
3095,2,Slow service
3095,2,Slow service
3095,4,
3095,3,unsatisfied with food taste
3095,2,Slow service
3095,2,Slow service
3096,4,
3096,4,
3097,4,
3097,3,unsatisfied with food taste
3097,4,
3098,3,unsatisfied with food taste
3098,1,Slow service
3099,4,
3100,3,unsatisfied with food taste
3101,2,Slow service
3101,1,Slow service
3101,3,unsatisfied with food taste
3101,4,
3102,4,
3102,3,unsatisfied with food taste
3102,4,
3103,3,unsatisfied with food taste
3104,1,Slow service
3105,3,unsatisfied with food taste
3105,4,
3105,1,Slow service
3106,3,unsatisfied with food taste
3107,1,Slow service
3107,3,unsatisfied with food taste
3108,4,
3108,3,unsatisfied with food taste
3108,4,
3108,2,Slow service
3109,4,
3109,1,Slow service
3109,4,
3110,3,unsatisfied with food taste
3111,4,
3111,3,unsatisfied with food taste
3112,4,
3112,2,Slow service
3112,4,
3112,3,unsatisfied with food taste
3113,4,
3113,4,
3114,1,Slow service
3115,4,
3116,4,
3116,4,
3117,2,Slow service
3118,1,Slow service
3118,4,
3119,4,
3120,1,Slow service
3120,3,unsatisfied with food taste
3121,3,unsatisfied with food taste
3122,3,unsatisfied with food taste
3122,4,
3123,3,unsatisfied with food taste
3123,4,
3124,3,unsatisfied with food taste
3124,3,unsatisfied with food taste
3124,1,Slow service
3125,4,
3125,4,
3125,2,Slow service
3126,1,Slow service
3127,3,unsatisfied with food taste
3127,3,unsatisfied with food taste
3127,4,
3128,4,
3129,4,
3130,4,
3130,3,unsatisfied with food taste
3131,4,
3132,2,Slow service
3132,3,unsatisfied with food taste
3132,1,Slow service
3133,4,
3133,4,
3133,2,Slow service
3134,5,
3134,4,
3135,1,Slow service
3136,3,unsatisfied with food taste
3136,1,Slow service
3136,3,unsatisfied with food taste
3136,3,unsatisfied with food taste
3136,4,
3136,4,
3136,1,Slow service
3136,3,unsatisfied with food taste
3137,4,
3138,3,unsatisfied with food taste
3138,5,
3138,4,
3138,4,
3138,4,
3138,2,Slow service
3138,4,
3138,2,Slow service
3139,3,unsatisfied with food taste
3140,3,unsatisfied with food taste
3141,3,unsatisfied with food taste
3142,2,Slow service
3142,2,Slow service
3142,1,Slow service
3142,2,Slow service
3143,1,Slow service
3143,2,Slow service
3144,4,
3144,4,
3144,1,Slow service
3144,3,unsatisfied with food taste
3145,2,Slow service
3145,4,
3145,4,
3145,4,
3146,2,Slow service
3146,4,
3146,3,unsatisfied with food taste
3147,5,
3147,3,unsatisfied with food taste
3147,1,Slow service
3147,4,
3148,2,Slow service
3149,3,unsatisfied with food taste
3149,4,
3149,5,
3150,2,Slow service
3151,2,Slow service
3151,4,
3151,1,Slow service
3152,1,Slow service
3152,3,unsatisfied with food taste
3152,1,Slow service
3152,4,
3153,4,
3153,4,
3154,3,unsatisfied with food taste
3155,1,Slow service
3156,3,unsatisfied with food taste
3156,2,Slow service
3157,4,
3157,3,unsatisfied with food taste
3158,3,unsatisfied with food taste
3159,3,unsatisfied with food taste
3159,4,
3160,2,Slow service
3160,4,
3161,1,Slow service
3161,2,Slow service
3161,4,
3161,4,
3162,3,unsatisfied with food taste
3162,4,
3162,2,Slow service
3163,4,
3164,3,unsatisfied with food taste
3165,3,unsatisfied with food taste
3165,3,unsatisfied with food taste
3166,5,
3167,4,
3167,3,unsatisfied with food taste
3167,3,unsatisfied with food taste
3167,1,Slow service
3168,3,unsatisfied with food taste
3169,3,unsatisfied with food taste
3169,2,Slow service
3169,4,
3169,3,unsatisfied with food taste
3170,4,
3170,4,
3170,1,Slow service
3171,1,Slow service
3172,4,
3172,2,Slow service
3173,4,
3173,1,Slow service
3173,3,unsatisfied with food taste
3174,5,
3175,5,
3175,3,unsatisfied with food taste
3175,3,unsatisfied with food taste
3176,1,Slow service
3176,4,
3177,2,Slow service
3177,4,
3178,2,Slow service
3179,3,unsatisfied with food taste
3179,3,unsatisfied with food taste
3179,4,
3179,4,
3180,3,unsatisfied with food taste
3181,4,
3181,4,
3182,1,Slow service
3183,4,
3184,4,
3185,4,
3185,4,
3185,3,unsatisfied with food taste
3186,1,Slow service
3186,2,Slow service
3186,2,Slow service
3187,4,
3187,3,unsatisfied with food taste
3187,3,unsatisfied with food taste
3187,4,
3187,4,
3187,3,unsatisfied with food taste
3187,1,Slow service
3187,3,unsatisfied with food taste
3187,4,
3187,4,
3187,3,unsatisfied with food taste
3187,3,unsatisfied with food taste
3188,4,
3189,3,unsatisfied with food taste
3189,4,
3189,3,unsatisfied with food taste
3189,3,unsatisfied with food taste
3189,4,
3189,3,unsatisfied with food taste
3189,4,
3189,4,
3190,2,Slow service
3190,3,unsatisfied with food taste
3191,4,
3191,2,Slow service
3192,1,Slow service
3193,3,unsatisfied with food taste
3194,4,
3195,4,
3195,5,
3195,3,unsatisfied with food taste
3196,3,unsatisfied with food taste
3196,4,
3197,2,Slow service
3198,1,Slow service
3198,4,
3199,4,
3199,4,
3200,2,Slow service
3200,1,Slow service
3201,4,
3201,4,
3201,4,
3201,3,unsatisfied with food taste
3202,3,unsatisfied with food taste
3202,3,unsatisfied with food taste
3202,3,unsatisfied with food taste
3202,3,unsatisfied with food taste
3203,3,unsatisfied with food taste
3203,4,
3204,3,unsatisfied with food taste
3204,4,
3205,4,
3205,3,unsatisfied with food taste
3205,1,Slow service
3206,3,unsatisfied with food taste
3206,1,Slow service
3206,1,Slow service
3206,4,
3207,3,unsatisfied with food taste
3207,2,Slow service
3208,3,unsatisfied with food taste
3209,3,unsatisfied with food taste
3210,3,unsatisfied with food taste
3210,3,unsatisfied with food taste
3210,3,unsatisfied with food taste
3210,4,
3211,3,unsatisfied with food taste
3211,3,unsatisfied with food taste
3212,4,
3212,4,
3213,1,Slow service
3214,3,unsatisfied with food taste
3215,3,unsatisfied with food taste
3216,3,unsatisfied with food taste
3216,2,Slow service
3216,1,Slow service
3216,3,unsatisfied with food taste
3217,4,
3217,2,Slow service
3217,3,unsatisfied with food taste
3217,3,unsatisfied with food taste
3218,3,unsatisfied with food taste
3219,4,
3219,3,unsatisfied with food taste
3220,4,
3221,4,
3222,4,
3222,3,unsatisfied with food taste
3222,1,Slow service
3223,1,Slow service
3223,3,unsatisfied with food taste
3223,1,Slow service
3224,3,unsatisfied with food taste
3225,2,Slow service
3226,3,unsatisfied with food taste
3226,3,unsatisfied with food taste
3226,3,unsatisfied with food taste
3226,3,unsatisfied with food taste
3226,3,unsatisfied with food taste
3227,2,Slow service
3227,3,unsatisfied with food taste
3228,3,unsatisfied with food taste
3228,3,unsatisfied with food taste
3229,2,Slow service
3229,5,
3230,1,Slow service
3230,5,
3231,3,unsatisfied with food taste
3231,4,
3232,1,Slow service
3232,3,unsatisfied with food taste
3232,3,unsatisfied with food taste
3232,3,unsatisfied with food taste
3233,2,Slow service
3234,3,unsatisfied with food taste
3234,4,
3234,3,unsatisfied with food taste
3234,2,Slow service
3234,4,
3234,4,
3234,2,Slow service
3234,4,
3234,3,unsatisfied with food taste
3234,4,
3235,3,unsatisfied with food taste
3236,3,unsatisfied with food taste
3236,2,Slow service
3236,2,Slow service
3236,2,Slow service
3237,3,unsatisfied with food taste
3238,3,unsatisfied with food taste
3239,3,unsatisfied with food taste
3240,4,
3240,1,Slow service
3240,3,unsatisfied with food taste
3241,3,unsatisfied with food taste
3242,5,
