order_id,order_type,prep_time,wait_time
2692,In-store,6,13
2692,In-store,8,16
2692,In-store,7,10
2693,In-store,8,11
2693,In-store,5,11
2693,In-store,10,17
2693,Online,11,15
2694,In-store,6,13
2695,In-store,6,10
2695,Online,10,17
2696,In-store,8,12
2696,In-store,7,14
2696,In-store,5,7
2697,Online,15,19
2697,In-store,6,13
2697,Online,13,19
2697,In-store,6,14
2698,Online,15,23
2698,Online,14,18
2699,In-store,10,18
2699,In-store,9,13
2699,In-store,5,11
2699,Online,13,18
2700,Online,13,21
2700,In-store,7,10
2700,In-store,8,16
2700,Online,10,17
2701,Online,9,13
2702,In-store,10,14
2702,In-store,10,15
2702,Online,14,18
2703,In-store,10,13
2704,Online,12,17
2705,Online,11,15
2705,Online,12,19
2705,In-store,9,17
2705,Online,8,13
2706,In-store,10,16
2707,In-store,9,15
2707,In-store,9,15
2707,In-store,10,17
2707,Online,9,11
2708,Online,10,16
2708,In-store,7,11
2708,In-store,10,14
2708,In-store,9,15
2709,In-store,6,11
2709,In-store,9,16
2709,In-store,9,15
2709,In-store,8,16
2710,Online,14,18
2710,In-store,8,11
2710,In-store,5,13
2710,In-store,6,13
2711,In-store,9,13
2711,In-store,10,14
2711,In-store,9,11
2711,In-store,7,12
2712,Online,15,20
2712,In-store,6,10
2713,In-store,7,11
2713,In-store,9,11
2714,Online,9,11
2715,In-store,8,10
2715,In-store,8,16
2715,Online,9,14
2715,In-store,5,9
2716,Online,9,17
2716,In-store,9,14
2716,In-store,5,9
2717,In-store,5,11
2717,Online,11,18
2717,In-store,5,10
2718,In-store,10,15
2718,Online,8,12
2718,In-store,7,10
2718,Online,12,18
2719,Online,10,14
2719,In-store,8,10
2720,In-store,8,12
2721,In-store,7,10
2722,In-store,9,13
2722,In-store,9,13
2722,Online,12,16
2723,In-store,7,10
2724,In-store,6,13
2724,In-store,8,10
2724,Online,14,18
2725,In-store,6,8
2725,In-store,5,12
2725,In-store,10,12
2725,In-store,7,13
2725,In-store,7,12
2725,In-store,7,11
2725,In-store,8,12
2725,In-store,10,17
2725,Online,15,22
2725,In-store,10,15
2725,In-store,5,12
2725,Online,12,18
2725,Online,11,14
2726,In-store,5,7
2727,In-store,9,14
2727,In-store,9,15
2728,In-store,6,9
2728,In-store,10,18
2729,Online,14,19
2730,Online,10,12
2731,Online,15,23
2732,Online,8,13
2732,In-store,9,14
2732,In-store,6,11
2732,In-store,5,10
2733,In-store,6,8
2733,Online,12,14
2734,In-store,6,8
2735,Online,11,16
2735,Online,8,11
2735,Online,12,16
2735,Online,14,18
2736,In-store,7,10
2736,In-store,9,15
2736,Online,8,10
2737,In-store,7,10
2737,In-store,8,10
2738,In-store,8,13
2739,Online,12,15
2740,In-store,8,10
2740,In-store,5,8
2741,In-store,5,7
2741,In-store,9,15
2742,Online,12,16
2742,In-store,6,10
2743,In-store,6,11
2744,In-store,9,12
2744,In-store,8,13
2745,In-store,6,14
2746,In-store,5,11
2746,Online,11,13
2746,Online,15,18
2747,In-store,9,16
2747,In-store,6,9
2748,Online,14,22
2749,In-store,7,9
2749,In-store,6,13
2750,In-store,6,12
2750,In-store,9,17
2750,In-store,7,11
2750,In-store,7,14
2751,In-store,8,10
2752,In-store,9,15
2752,In-store,10,15
2752,In-store,8,15
2752,Online,13,21
2753,Online,13,15
2753,Online,14,19
2753,In-store,9,11
2754,In-store,8,13
2754,In-store,5,8
2754,In-store,8,12
2755,In-store,10,14
2755,Online,10,15
2755,In-store,6,9
2756,In-store,9,11
2756,In-store,6,12
2757,In-store,8,12
2758,Online,12,17
2758,In-store,9,15
2759,In-store,6,11
2759,In-store,5,8
2759,In-store,7,14
2760,Online,13,18
2761,In-store,10,12
2761,In-store,8,16
2761,In-store,5,12
2761,In-store,8,10
2762,Online,10,12
2763,In-store,8,10
2763,In-store,9,14
2764,In-store,6,11
2765,Online,14,18
2765,In-store,7,10
2766,Online,10,17
2766,In-store,10,16
2766,Online,11,15
2767,Online,13,19
2767,Online,13,20
2767,In-store,5,12
2768,Online,14,17
2769,In-store,8,11
2769,In-store,8,13
2770,Online,13,15
2770,In-store,5,8
2770,In-store,9,11
2771,In-store,5,9
2772,Online,11,14
2772,In-store,8,14
2772,In-store,5,9
2772,In-store,6,12
2773,In-store,5,9
2773,Online,10,13
2773,In-store,6,14
2773,Online,11,19
2774,In-store,7,14
2774,In-store,6,14
2774,In-store,9,16
2774,Online,8,10
2775,In-store,6,11
2776,Online,15,23
2776,In-store,9,17
2776,Online,10,14
2777,Online,8,11
2778,In-store,10,13
2779,In-store,6,11
2779,In-store,6,10
2780,Online,8,10
2781,Online,14,16
2781,In-store,9,11
2781,Online,14,22
2781,In-store,6,11
2781,In-store,9,17
2781,In-store,8,15
2781,Online,9,14
2781,In-store,5,13
2781,In-store,5,11
2781,Online,11,19
2782,Online,11,17
2783,Online,8,15
2783,In-store,9,12
2784,In-store,8,14
2784,In-store,10,16
2784,Online,10,16
2785,Online,12,18
2786,In-store,6,14
2786,Online,13,16
2786,In-store,6,10
2786,In-store,5,8
2786,Online,10,12
2786,In-store,8,12
2786,In-store,8,11
2786,In-store,6,11
2786,In-store,10,16
2787,In-store,8,13
2787,In-store,6,13
2788,Online,13,21
2788,In-store,5,12
2788,In-store,6,9
2789,Online,15,17
2789,In-store,5,12
2789,Online,11,15
2790,Online,11,14
2791,Online,14,18
2792,Online,14,22
2793,In-store,6,13
2793,Online,11,16
2793,In-store,6,12
2794,Online,12,18
2794,In-store,9,13
2794,In-store,6,13
2794,In-store,5,9
2794,In-store,6,10
2795,In-store,8,13
2796,In-store,5,9
2797,In-store,6,11
2798,In-store,8,16
2798,In-store,7,11
2798,In-store,9,15
2798,In-store,7,14
2799,Online,13,17
2800,In-store,10,15
2800,In-store,9,17
2801,In-store,10,17
2801,In-store,7,9
2802,Online,9,14
2802,In-store,7,9
2803,In-store,8,13
2803,In-store,10,15
2804,In-store,5,13
2804,In-store,8,16
2805,In-store,5,12
2805,In-store,8,10
2805,Online,14,20
2806,In-store,6,14
2807,Online,11,18
2807,In-store,7,12
2808,In-store,7,15
2808,In-store,8,16
2808,Online,12,20
2809,Online,9,12
2810,In-store,5,10
2810,In-store,10,16
2811,In-store,7,15
2811,In-store,7,9
2811,Online,10,12
2811,In-store,8,15
2812,Online,10,16
2812,Online,12,18
2812,In-store,10,16
2813,Online,10,18
2813,In-store,6,12
2813,In-store,9,16
2813,In-store,5,11
2814,Online,14,18
2815,In-store,7,11
2815,Online,11,15
2815,Online,15,22
2816,In-store,7,14
2816,In-store,8,12
2817,In-store,5,11
2817,In-store,9,14
2818,In-store,7,10
2818,In-store,5,12
2818,Online,14,21
2819,In-store,7,14
2819,In-store,7,14
2820,In-store,6,14
2821,Online,12,18
2822,In-store,5,13
2823,Online,8,10
2823,Online,9,13
2824,Online,9,15
2824,In-store,8,11
2824,In-store,5,9
2824,Online,12,18
2825,In-store,5,7
2825,Online,15,22
2825,In-store,10,12
2825,In-store,10,14
2826,In-store,5,7
2826,In-store,7,10
2827,Online,10,18
2827,In-store,10,17
2828,In-store,9,13
2829,In-store,8,12
2829,In-store,10,13
2829,Online,8,14
2830,Online,8,13
2831,In-store,10,16
2831,Online,14,22
2831,In-store,7,13
2831,In-store,9,16
2832,In-store,5,12
2833,In-store,10,17
2834,In-store,8,14
2835,Online,10,13
2836,In-store,8,10
2837,In-store,9,12
2838,In-store,7,15
2839,Online,8,14
2840,Online,15,17
2841,In-store,6,9
2841,Online,13,19
2841,In-store,8,16
2842,In-store,10,14
2843,In-store,9,15
2843,In-store,6,8
2843,Online,9,15
2843,Online,13,21
2844,Online,13,18
2844,In-store,6,14
2845,In-store,10,14
2846,In-store,8,14
2846,In-store,7,15
2846,In-store,7,12
2847,In-store,10,17
2847,In-store,9,13
2847,Online,15,23
2847,In-store,8,11
2847,In-store,6,12
2848,In-store,6,9
2848,In-store,5,9
2849,Online,11,15
2849,In-store,5,8
2849,In-store,8,12
2849,In-store,10,14
2850,Online,14,16
2851,In-store,10,16
2851,Online,8,10
2851,In-store,7,10
2851,In-store,7,9
2851,Online,14,16
2851,Online,10,18
2851,Online,14,19
2851,Online,14,19
2851,In-store,8,11
2852,In-store,7,14
2852,In-store,7,10
2853,In-store,9,12
2854,In-store,5,7
2854,Online,9,17
2854,In-store,9,11
2854,In-store,5,8
2855,In-store,9,13
2855,Online,14,16
2855,In-store,8,16
2855,In-store,5,12
2856,Online,12,15
2856,Online,10,16
2857,Online,11,16
2858,In-store,5,10
2858,In-store,10,17
2859,Online,13,16
2859,Online,15,20
2859,In-store,6,11
2860,In-store,7,15
2861,Online,10,17
2862,In-store,6,8
2863,In-store,7,15
2864,In-store,6,12
2864,In-store,10,13
2865,In-store,8,11
2866,Online,8,12
2866,In-store,7,15
2867,In-store,10,18
2867,In-store,9,13
2868,In-store,6,13
2869,In-store,5,12
2870,In-store,8,14
2870,In-store,9,17
2871,In-store,5,9
2871,In-store,5,9
2871,Online,13,18
2872,In-store,10,13
2873,Online,15,22
2874,Online,14,18
2874,In-store,5,12
2875,In-store,5,12
2875,In-store,8,14
2876,Online,8,12
2876,Online,8,15
2876,In-store,6,9
2876,Online,14,19
2877,In-store,7,13
2877,Online,14,17
2878,In-store,8,11
2878,Online,14,21
2878,Online,15,23
2879,Online,10,17
2879,In-store,5,10
2879,In-store,7,12
2879,In-store,10,17
2880,In-store,5,12
2881,Online,14,17
2881,Online,14,17
2881,In-store,8,16
2882,In-store,9,17
2882,In-store,10,13
2882,In-store,6,12
2883,Online,11,19
2883,Online,9,15
2883,In-store,10,16
2884,In-store,6,14
2884,In-store,10,15
2885,Online,11,19
2885,In-store,6,9
2886,In-store,10,13
2887,In-store,6,9
2887,In-store,8,10
2888,In-store,10,17
2889,In-store,10,17
2889,Online,8,11
2889,In-store,10,17
2889,Online,9,16
2889,In-store,7,11
2890,Online,13,20
2891,In-store,10,15
2892,Online,15,18
2892,In-store,7,9
2892,In-store,5,7
2892,Online,10,16
2893,Online,15,19
2893,In-store,5,7
2894,Online,13,17
2895,In-store,9,12
2895,Online,14,16
2895,Online,8,10
2895,In-store,10,16
2895,In-store,6,14
2895,Online,15,23
2895,In-store,5,9
2895,In-store,9,12
2895,In-store,9,11
2895,In-store,5,11
2895,In-store,10,17
2895,In-store,5,9
2896,In-store,7,15
2897,Online,10,13
2897,In-store,9,14
2897,In-store,5,9
2898,In-store,6,11
2899,In-store,8,15
2900,In-store,8,13
2901,In-store,8,13
2902,In-store,7,12
2902,In-store,5,9
2902,Online,10,14
2902,In-store,9,15
2902,Online,10,15
2902,In-store,10,16
2903,In-store,7,9
2904,In-store,8,16
2905,Online,10,17
2905,In-store,5,9
2905,In-store,9,12
2905,In-store,5,11
2906,Online,11,14
2906,In-store,7,11
2907,In-store,6,14
2907,In-store,9,17
2907,In-store,8,12
2907,Online,10,15
2908,In-store,5,9
2909,In-store,6,8
2909,Online,8,11
2910,In-store,8,10
2910,Online,14,19
2910,In-store,10,18
2910,In-store,10,18
2911,In-store,6,10
2912,Online,14,18
2912,In-store,7,14
2912,Online,9,16
2912,In-store,5,11
2913,Online,12,17
2914,In-store,10,14
2914,Online,10,16
2915,In-store,6,13
2915,In-store,7,12
2916,In-store,10,18
2916,In-store,7,14
2916,Online,10,12
2917,In-store,9,16
2917,Online,12,15
2918,In-store,5,12
2918,Online,13,19
2919,Online,11,19
2919,In-store,10,17
2919,In-store,7,14
2919,Online,12,14
2920,In-store,8,11
2920,In-store,6,14
2921,In-store,9,13
2921,Online,12,19
2921,In-store,9,11
2921,Online,10,18
2922,In-store,7,14
2922,In-store,10,16
2923,In-store,8,15
2924,In-store,9,12
2924,In-store,6,14
2924,In-store,7,11
2924,In-store,5,13
2925,In-store,8,11
2925,In-store,9,13
2925,In-store,9,16
2926,Online,13,21
2926,Online,9,16
2927,Online,9,11
2927,In-store,8,11
2928,Online,14,21
2929,Online,8,12
2930,Online,9,17
2930,Online,15,19
2930,Online,14,17
2930,In-store,6,10
2931,In-store,10,12
2931,Online,9,12
2931,In-store,7,10
2932,In-store,10,15
2932,Online,14,17
2932,Online,9,15
2932,Online,8,15
2933,In-store,5,7
2933,In-store,6,10
2933,In-store,9,12
2933,In-store,6,14
2934,In-store,6,8
2934,Online,10,15
2934,Online,11,17
2935,In-store,5,13
2935,In-store,9,13
2936,In-store,6,13
2936,In-store,9,14
2936,In-store,9,17
2936,Online,9,16
2937,Online,14,19
2938,In-store,6,8
2938,Online,9,13
2938,In-store,5,10
2939,In-store,9,11
2939,In-store,5,11
2940,In-store,9,14
2941,In-store,10,12
2941,In-store,6,8
2941,In-store,8,14
2941,In-store,7,14
2942,In-store,8,16
2942,Online,12,19
2942,Online,15,19
2942,In-store,10,14
2943,Online,11,13
2943,In-store,7,11
2943,Online,13,18
2943,Online,13,19
2944,Online,10,13
2944,In-store,8,11
2944,Online,9,17
2945,In-store,9,12
2945,Online,8,13
2945,In-store,10,12
2946,In-store,9,11
2947,In-store,10,12
2947,Online,14,18
2947,In-store,9,13
2948,Online,10,14
2948,In-store,7,11
2948,In-store,7,15
2948,In-store,7,12
2949,In-store,6,8
2950,In-store,10,16
2950,Online,8,13
2950,Online,11,18
2951,In-store,10,14
2951,Online,11,16
2951,In-store,6,13
2952,In-store,6,11
2952,Online,14,22
2953,In-store,5,8
2953,In-store,7,14
2954,In-store,9,14
2955,In-store,7,15
2956,In-store,7,11
2956,In-store,10,18
2956,In-store,9,15
2956,In-store,8,11
2957,Online,14,22
2957,In-store,5,12
2958,In-store,9,15
2958,Online,8,15
2958,In-store,6,13
2958,In-store,7,11
2959,In-store,6,14
2960,Online,15,23
2960,Online,10,18
2960,In-store,6,10
2961,In-store,5,10
2961,In-store,8,16
2961,Online,9,11
2961,In-store,10,15
2961,In-store,5,8
2961,Online,9,16
2961,Online,9,12
2961,In-store,5,7
2961,In-store,8,15
2961,In-store,6,8
2961,Online,11,19
2962,Online,12,19
2963,In-store,10,16
2963,In-store,9,12
2963,In-store,5,11
2963,In-store,8,14
2964,In-store,9,15
2964,In-store,9,11
2965,In-store,7,9
2966,In-store,7,11
2967,Online,9,12
2967,In-store,7,13
2967,In-store,6,8
2967,In-store,10,16
2967,In-store,6,8
2968,Online,11,18
2968,In-store,7,13
2969,In-store,10,15
2970,Online,10,14
2971,In-store,5,10
2972,In-store,9,16
2973,In-store,9,16
2974,In-store,10,16
2975,In-store,9,17
2975,In-store,6,8
2976,In-store,10,14
2976,In-store,8,12
2976,Online,8,12
2977,Online,14,17
2978,Online,15,23
2978,In-store,5,8
2979,In-store,7,12
2979,Online,14,17
2980,In-store,5,13
2980,In-store,9,11
2980,In-store,6,11
2981,Online,8,15
2982,In-store,5,7
2983,In-store,6,10
2984,Online,15,18
2984,Online,10,15
2985,Online,12,15
2985,In-store,7,10
2986,Online,12,17
2986,In-store,7,15
2987,In-store,6,9
2987,In-store,8,13
2987,In-store,9,14
2987,Online,8,10
2988,In-store,9,17
2988,Online,10,16
2989,In-store,8,13
2989,In-store,9,16
2989,Online,15,17
2990,In-store,10,14
2991,Online,10,15
2992,Online,11,17
2993,In-store,8,14
2993,Online,8,13
2994,Online,12,16
2994,Online,8,10
2995,In-store,8,12
2996,In-store,9,12
2997,Online,11,18
2997,In-store,5,10
2998,Online,9,12
2998,Online,13,20
2998,In-store,9,13
2998,In-store,7,14
2999,In-store,9,13
2999,In-store,5,11
2999,Online,9,17
3000,Online,14,17
3000,Online,12,14
3001,In-store,8,11
3001,In-store,7,10
3001,In-store,8,15
3001,In-store,9,12
3002,In-store,9,17
3002,In-store,8,15
3002,Online,11,18
3002,In-store,9,11
3003,In-store,7,14
3003,In-store,7,14
3004,Online,8,14
3005,In-store,8,11
3006,In-store,7,12
3006,In-store,10,17
3006,Online,9,17
3006,In-store,9,14
3007,In-store,7,12
3008,In-store,9,16
3009,Online,10,16
3009,Online,9,13
3009,In-store,9,16
3010,In-store,10,13
3010,Online,13,16
3010,In-store,9,11
3011,In-store,10,18
3012,In-store,5,11
3012,Online,14,19
3012,In-store,8,10
3012,In-store,8,14
3013,In-store,7,10
3014,In-store,10,12
3014,Online,12,15
3014,In-store,7,12
3014,In-store,7,9
3015,In-store,5,12
3016,In-store,9,16
3016,In-store,5,11
3017,In-store,7,13
3018,Online,9,17
3018,In-store,8,11
3018,Online,8,10
3018,In-store,10,15
3018,In-store,10,14
3018,Online,12,15
3018,In-store,8,15
3019,Online,11,14
3020,Online,11,16
3021,Online,15,22
3022,Online,10,12
3022,In-store,9,13
3022,In-store,10,17
3022,In-store,5,9
3023,In-store,10,14
3023,In-store,10,17
3024,In-store,6,8
3025,In-store,5,8
3026,In-store,9,11
3026,In-store,10,17
3026,Online,14,22
3026,In-store,10,14
3027,In-store,7,9
3027,Online,10,16
3027,In-store,6,12
3027,In-store,10,13
3028,In-store,9,13
3029,Online,15,19
3029,In-store,6,13
3029,In-store,7,12
3029,In-store,8,15
3030,In-store,7,14
3030,Online,13,15
3030,In-store,9,16
3030,In-store,7,12
3031,In-store,6,12
3031,In-store,6,10
3031,Online,9,15
3032,In-store,5,9
3032,Online,11,19
3032,In-store,6,9
3032,Online,11,13
3033,In-store,6,9
3034,In-store,6,13
3034,In-store,5,11
3034,In-store,6,9
3035,Online,8,10
3035,Online,9,17
3036,Online,8,10
3036,In-store,10,16
3037,In-store,8,15
3037,Online,11,14
3038,In-store,7,12
3038,In-store,9,16
3039,Online,13,18
3039,In-store,8,14
3040,Online,15,17
3040,In-store,5,9
3041,In-store,8,16
3041,In-store,6,13
3041,In-store,8,10
3041,In-store,6,8
3042,In-store,6,10
3042,Online,10,14
3042,In-store,7,11
3042,Online,12,19
3043,In-store,8,15
3043,Online,15,18
3044,Online,11,13
3045,In-store,10,15
3045,Online,9,17
3046,In-store,10,16
3047,Online,9,15
3047,Online,15,18
3047,Online,15,22
3047,In-store,10,16
3048,Online,14,16
3048,In-store,10,13
3048,In-store,10,17
3049,In-store,9,13
3050,In-store,9,17
3050,In-store,7,9
3050,In-store,8,16
3051,Online,10,13
3051,Online,13,19
3052,In-store,5,8
3053,In-store,8,12
3053,Online,13,17
3053,In-store,6,14
3053,Online,10,16
3054,In-store,6,8
3054,Online,11,18
3055,In-store,5,13
3055,Online,11,15
3055,In-store,9,15
3056,Online,15,22
3057,In-store,8,14
3058,Online,12,15
3058,Online,12,19
3058,Online,11,14
3059,Online,10,18
3059,Online,9,15
3060,In-store,5,11
3060,In-store,8,10
3061,In-store,9,17
3061,Online,9,16
3062,Online,15,18
3063,In-store,5,11
3063,Online,8,16
3063,Online,14,21
3064,In-store,6,10
3065,In-store,10,16
3065,In-store,7,13
3065,Online,11,13
3066,In-store,7,9
3066,In-store,7,9
3067,Online,10,13
3067,In-store,9,15
3067,In-store,9,17
3067,In-store,9,15
3068,In-store,8,13
3069,In-store,7,9
3069,Online,11,15
3070,In-store,10,14
3071,In-store,8,13
3071,In-store,10,12
3071,In-store,10,13
3071,In-store,7,11
3072,Online,9,15
3072,In-store,7,11
3072,Online,9,16
3072,Online,15,22
3073,In-store,8,15
3074,In-store,10,12
3074,Online,14,22
3075,Online,8,15
3075,In-store,9,17
3075,In-store,7,15
3076,In-store,5,7
3076,In-store,7,15
3076,Online,8,10
3077,In-store,7,11
3078,In-store,6,11
3079,In-store,5,9
3080,In-store,8,11
3080,In-store,8,10
3080,In-store,10,16
3080,In-store,7,10
3081,In-store,9,16
3082,In-store,7,13
3082,In-store,6,11
3082,Online,9,16
3082,Online,15,20
3082,In-store,5,8
3082,In-store,7,15
3082,In-store,5,8
3082,In-store,6,12
3082,Online,15,23
3083,In-store,6,8
3083,Online,13,16
3083,In-store,5,10
3084,Online,9,12
3084,In-store,6,14
3085,In-store,7,13
3086,In-store,5,13
3087,In-store,7,9
3087,In-store,5,10
3088,Online,10,12
3088,In-store,5,8
3089,In-store,6,12
3089,In-store,10,18
3089,Online,9,11
3090,In-store,5,10
3090,In-store,9,13
3090,In-store,9,13
3090,In-store,8,10
3091,In-store,8,14
3091,In-store,5,10
3092,In-store,6,9
3092,In-store,8,10
3092,In-store,6,14
3093,Online,11,15
3094,In-store,6,14
3095,In-store,6,13
3095,In-store,10,16
3095,Online,13,21
3095,In-store,9,13
3095,In-store,6,11
3095,Online,14,22
3095,Online,8,16
3096,In-store,8,10
3096,In-store,7,11
3097,Online,9,11
3097,In-store,5,9
3097,In-store,8,15
3098,In-store,10,14
3098,In-store,9,17
3099,In-store,9,12
3100,In-store,5,11
3101,Online,13,20
3101,Online,14,22
3101,In-store,5,11
3101,In-store,9,15
3102,In-store,6,8
3102,In-store,6,14
3102,In-store,6,13
3103,In-store,8,11
3104,In-store,8,16
3105,In-store,5,12
3105,In-store,10,14
3105,Online,15,23
3106,In-store,9,13
3107,Online,13,20
3107,In-store,8,13
3108,In-store,10,13
3108,Online,8,15
3108,In-store,5,13
3108,In-store,8,16
3109,In-store,10,13
3109,In-store,9,17
3109,In-store,6,13
3110,In-store,9,12
3111,In-store,8,14
3111,In-store,6,9
3112,In-store,5,9
3112,In-store,10,18
3112,In-store,7,13
3112,Online,9,13
3113,In-store,9,13
3113,In-store,8,15
3114,Online,15,19
3115,In-store,10,15
3116,In-store,10,12
3116,In-store,8,14
3117,Online,11,19
3118,Online,13,16
3118,In-store,5,12
3119,In-store,10,13
3120,In-store,8,16
3120,In-store,10,15
3121,In-store,7,14
3122,In-store,8,12
3122,In-store,8,12
3123,Online,9,11
3123,In-store,9,15
3124,Online,8,14
3124,In-store,10,13
3124,In-store,8,16
3125,In-store,9,15
3125,In-store,5,10
3125,Online,10,16
3126,Online,12,16
3127,In-store,8,10
3127,Online,9,11
3127,In-store,6,9
3128,Online,8,10
3129,In-store,7,10
3130,In-store,10,14
3130,In-store,5,9
3131,In-store,7,15
3132,In-store,8,16
3132,In-store,9,12
3132,In-store,9,16
3133,In-store,5,12
3133,In-store,9,13
3133,Online,15,22
3134,In-store,5,7
3134,In-store,8,15
3135,In-store,10,16
3136,In-store,10,13
3136,In-store,9,16
3136,In-store,6,13
3136,Online,12,14
3136,In-store,10,14
3136,In-store,8,15
3136,Online,11,16
3136,In-store,7,13
3137,In-store,8,14
3138,Online,12,15
3138,In-store,5,8
3138,In-store,5,10
3138,In-store,8,15
3138,Online,9,13
3138,Online,15,21
3138,In-store,9,14
3138,Online,12,16
3139,In-store,9,12
3140,Online,8,13
3141,Online,8,14
3142,Online,12,20
3142,Online,15,23
3142,Online,12,16
3142,Online,15,17
3143,Online,14,18
3143,In-store,10,18
3144,In-store,7,10
3144,In-store,9,12
3144,Online,14,22
3144,In-store,7,9
3145,Online,12,20
3145,In-store,10,13
3145,In-store,8,14
3145,In-store,6,12
3146,Online,15,21
3146,Online,12,15
3146,In-store,7,14
3147,In-store,5,7
3147,In-store,8,13
3147,Online,10,16
3147,Online,11,15
3148,Online,10,16
3149,Online,10,13
3149,In-store,5,7
3149,In-store,5,7
3150,Online,14,16
3151,In-store,8,16
3151,Online,11,13
3151,Online,13,17
3152,Online,10,18
3152,Online,9,14
3152,In-store,9,16
3152,In-store,10,15
3153,In-store,7,10
3153,In-store,9,15
3154,Online,12,15
3155,Online,15,19
3156,In-store,6,14
3156,Online,10,16
3157,In-store,9,15
3157,Online,9,15
3158,In-store,5,10
3159,In-store,9,12
3159,In-store,5,12
3160,In-store,10,16
3160,In-store,7,11
3161,In-store,10,16
3161,In-store,10,18
3161,In-store,7,11
3161,Online,10,12
3162,In-store,10,13
3162,In-store,7,13
3162,Online,14,21
3163,In-store,6,9
3164,In-store,6,10
3165,In-store,10,13
3165,Online,10,13
3166,In-store,5,8
3167,In-store,7,10
3167,In-store,6,13
3167,In-store,7,10
3167,In-store,10,18
3168,In-store,8,10
3169,In-store,9,14
3169,In-store,9,17
3169,In-store,7,11
3169,In-store,8,14
3170,In-store,10,14
3170,In-store,6,11
3170,Online,14,21
3171,Online,12,16
3172,In-store,8,12
3172,Online,12,20
3173,Online,13,15
3173,Online,13,18
3173,In-store,9,12
3174,In-store,5,8
3175,In-store,5,7
3175,In-store,8,12
3175,In-store,6,10
3176,Online,15,20
3176,In-store,7,14
3177,In-store,8,16
3177,In-store,5,9
3178,Online,13,16
3179,In-store,9,13
3179,In-store,10,13
3179,In-store,9,13
3179,In-store,5,7
3180,In-store,5,10
3181,In-store,6,10
3181,In-store,9,13
3182,In-store,9,17
3183,In-store,6,14
3184,In-store,9,15
3185,In-store,8,11
3185,In-store,5,9
3185,In-store,6,10
3186,Online,13,21
3186,In-store,9,16
3186,Online,14,17
3187,Online,12,14
3187,In-store,7,13
3187,In-store,7,10
3187,In-store,8,13
3187,Online,8,12
3187,In-store,8,10
3187,In-store,8,16
3187,In-store,5,12
3187,In-store,7,10
3187,In-store,5,10
3187,Online,9,14
3187,In-store,7,11
3188,In-store,9,11
3189,In-store,9,12
3189,In-store,8,10
3189,In-store,6,13
3189,In-store,6,14
3189,In-store,10,13
3189,In-store,10,13
3189,In-store,5,7
3189,In-store,5,8
3190,Online,14,20
3190,In-store,7,12
3191,In-store,6,13
3191,In-store,9,17
3192,Online,13,17
3193,In-store,6,14
3194,Online,10,12
3195,In-store,9,13
3195,In-store,6,8
3195,In-store,9,15
3196,Online,12,14
3196,In-store,9,13
3197,Online,13,19
3198,Online,14,18
3198,In-store,8,10
3199,In-store,9,13
3199,In-store,6,14
3200,Online,15,19
3200,In-store,9,17
3201,In-store,7,15
3201,Online,13,15
3201,In-store,5,12
3201,In-store,7,13
3202,In-store,9,11
3202,Online,8,12
3202,In-store,6,11
3202,In-store,10,13
3203,In-store,5,11
3203,In-store,8,15
3204,In-store,8,11
3204,In-store,8,15
3205,In-store,10,14
3205,In-store,10,12
3205,Online,11,17
3206,In-store,6,14
3206,Online,12,19
3206,Online,9,16
3206,In-store,8,11
3207,In-store,8,13
3207,In-store,8,16
3208,In-store,5,11
3209,In-store,8,14
3210,In-store,6,14
3210,In-store,10,15
3210,In-store,6,11
3210,Online,9,12
3211,In-store,7,11
3211,In-store,10,13
3212,In-store,7,14
3212,In-store,5,10
3213,Online,15,21
3214,In-store,7,13
3215,In-store,8,10
3216,In-store,9,12
3216,Online,15,18
3216,Online,14,17
3216,In-store,10,13
3217,Online,8,11
3217,Online,8,16
3217,In-store,5,12
3217,Online,8,11
3218,In-store,5,13
3219,In-store,6,8
3219,In-store,6,12
3220,In-store,6,9
3221,In-store,6,8
3222,In-store,6,12
3222,Online,9,13
3222,Online,14,19
3223,In-store,9,16
3223,Online,9,14
3223,Online,14,22
3224,Online,9,11
3225,In-store,10,18
3226,In-store,6,9
3226,In-store,8,15
3226,In-store,8,13
3226,In-store,8,10
3226,In-store,8,10
3227,Online,12,16
3227,In-store,5,12
3228,In-store,5,11
3228,Online,9,11
3229,Online,15,20
3229,In-store,5,7
3230,Online,14,20
3230,In-store,6,8
3231,Online,11,13
3231,Online,8,11
3232,Online,14,19
3232,In-store,9,11
3232,In-store,9,11
3232,In-store,10,14
3233,In-store,10,17
3234,In-store,5,13
3234,In-store,6,8
3234,In-store,9,11
3234,Online,10,18
3234,In-store,10,12
3234,In-store,5,11
3234,In-store,10,16
3234,Online,10,13
3234,In-store,6,12
3234,Online,9,15
3235,In-store,8,10
3236,In-store,8,15
3236,Online,9,16
3236,In-store,9,17
3236,Online,8,16
3237,In-store,7,15
3238,In-store,6,14
3239,In-store,5,9
3240,In-store,5,10
3240,Online,15,18
3240,In-store,10,14
3241,In-store,8,10
3242,In-store,5,7
3242,In-store,6,9
3242,Online,11,18
3243,In-store,5,10
3243,In-store,5,11
3244,In-store,7,11
3244,In-store,10,18
3245,In-store,9,14
3246,In-store,10,18
3246,In-store,7,10
3246,Online,9,11
3247,In-store,10,13
3248,In-store,6,9
3249,Online,11,15
3249,In-store,7,9
